SESSION,hyena_count,lion_count,note_quality,food_present,session_error_notes,notes,entry_complete,who_checked,date_checked,entered_by,entry_date,who_starts_with_food,who_ends_with_food,do_hyenas_eat,no_intx_yes_no
t89894,1,7,2,FALSE,The 1 female lion listed as unknown age (i.e. not the 2 subadults) is an adult,myst wan 150m-lions,TRUE,,,JGJ,06-Dec-17,,,,TRUE
t89935,23,1,2,TRUE,female lion is an adult;,incomplete CI's (# & spread of hyenas); closest distance to lion noted is 40m; old Thomson's Gazelle skull=food; female lion was resting and uninterested in scrap,TRUE,TMM,03-Jan-18,JGJ,07-Dec-17,hyenas,hyenas,scraps,TRUE
t89937,1,1,3,FALSE,female lion is an adult,lamu so 200m - lioness (who is wan),TRUE,,,JGJ,07-Dec-17,,,,TRUE
t89939,1,6,3,FALSE,,mgta wlk 80m-lions (who are resting),TRUE,,,JGJ,07-Dec-17,,,,TRUE
t89945,32,7,3,TRUE,"enou/dege=unid (these hyenas should not be listed in ""IDs present""); only 2 unid total (1 being enou/dege); error with lions in predator table: should be 1 adult female, 2 sub-adult males, 2 sub-adult females, 2 sub-adult adult unknown sex",incomplete CI's (training & # hyenas); miss all CI's 6:27-6:29,TRUE,,,JGJ,07-Dec-17,hyenas,hyenas,scraps,FALSE
t9001,16,5,3,TRUE,lions are adults,zebra carcass. Lions have control in beginning and end hyenas have control in the middle. Hyenas begin about 40m from lions.,TRUE,,,SSM,29-May-14,lions,lions,feed,FALSE
t9008.11,1,5,2,TRUE,lions are adults,mark so in tall grass 5 lions (3 females 2 males) fd 70m away,TRUE,,,SSM,29-May-14,lions,lions,no,TRUE
t90145,2,1,3,FALSE,lion is an adult,"FFL so nu CAHA 40m - lion (who is so); just ""sleeping/nrusing peacefully near one another""",TRUE,,,JGJ,10-Jan-18,,,,TRUE
t9025,24,2,3,TRUE,lionesses are adult. Missing BERN from hyena list,subadult zebra kill. Hyenas bloody. Obs cannont see kill site its in creekbed. Obs may be disturbing some hyenas they are 10m from kill. Lionesses (2) so 50m away other side of DOC.,TRUE,,,SSM,29-May-14,hyenas,hyenas,feed,TRUE
t905.3,2,2,2,FALSE,,SY wlk 20m N/W [?] of 2 male lions. SY pastes 2x. No intx.,TRUE,,,SSM,20-Jun-14,,,,TRUE
t9052,26,3,2,TRUE,"male lion is a subadult, not an adult","ad gnu kill.Other side of river; visibility limited.Pause 652-655 (go 2 Maasai screams).Whn arr,sub m ln fd carc w/13 fisi surrounding him, 2 lionss guard carc 20m-carc, 8 fisi in huddle (BAL and JJ w/scraps) 40m - carc.5 hys left @ end st/wan/snf in area",TRUE,,,JMP,25-Feb-14,lions,lions,scraps,FALSE
t908.1,3,2,2,TRUE,,"hyenas are fding on ""zebra bits"". 2 lions adult male, so at top of den 1 crk. No intx",TRUE,,,SSM,20-Jun-14,hyenas,hyenas,feed,TRUE
t908.2,,2,1,FALSE,BSH is BRSH in notes.,#11 den. Same lions as in 908.1 usnsure how many hyenas are present theres a list of 5 but then obs puts et al.,TRUE,,,SSM,20-Jun-14,,,,FALSE
t90885,6,1,2,TRUE,,toad bloody & fat; food is a scrap,TRUE,,,JGJ,10-Jan-18,hyenas,hyenas,scraps,FALSE
t9098.3,3,1,3,FALSE,"""Lioness"" likely refers to an adult, so the adult female lion's age should be changed from ""unknown"" to ""adult""","No intx. Lioness asleep in bushes, noted at end that the jackals present were barking at her. JAB was 2m - jackals at one point, so probably somewhat close to lioness, but still no intx and no distances from lioness given",TRUE,,,JMP,25-Feb-14,,,,TRUE
t9106,12,3,3,TRUE,,"adult gnu kill. Lions feeding when arr, closest fisi snf 15m - lions",TRUE,,,JMP,25-Feb-14,lions,lions,scraps,FALSE
t9110.2,2,1,3,FALSE,"seems safe to say male lion is an adult, given this observer has previously noted when male lions are subadults","lion hidden to observers by bushes when arr, seems fisi were not aware of his presence at first either",TRUE,,,JMP,25-Feb-14,,,,FALSE
t9114,20,4,3,TRUE,only 1 unID,"""unidentified kill (possibly gazelle with fetus)"".see JB w/what lk like fetus. Seems only big scraps left from k when arr.Nted 749 lns not fding on anything, but sms no lns fed after 735 b/c wlking.BSH bldy head,GIL bldy,JAB bldy head. Fisi lv at end",TRUE,,,JMP,25-Feb-14,both,both,feed,FALSE
t9116.15,1,2,3,FALSE,"Should be 2 male lions in this session, the ones incorrectly entered into session 9116.14. They are only noted as ""male lions,"" but I would guess they are adults since these obs have noted when male lions are subadults in the past",No intx. NAV wlk - SE 40m W - den. 2 male lions so 75 m SW of den,TRUE,,,JMP,11-Mar-14,,,,TRUE
t9117,15,1,3,TRUE,"I would be comfortable assuming this male lion is an adult, as these observers have discriminated subadult male lions in the past","lion so feeding when arr. HG bldy head. RM bldy. Lion probably moved carcass b/c LOP snf bloody spot 30m - lion. JAB bloody,obese. SEIN very bldy body. AMAR bldy head. LOP bldy head. Lion lv, fisi remain fd/snf/wan @ k site; many fisi lv, only scraps left",TRUE,,,JMP,25-Feb-14,lions,hyenas,feed,FALSE
t9118,16,3,3,FALSE,"I think these lions can definitely be called adults. This observer notes when male lions are subadults, and 3 adult males are common players in other notes from this time. unID white-headed cub head pokes in den at note within 1811, so should be 1 unID","observers flw 2 fisi running toward place where male lion is so 75m - den, and 7 hyenas (in a group 1m apart) st/lk at least 15m - him. 2 other lions 75m - first lion. Obs move vehicle around to get fisi various distances - D, so prob some incmpl CI's",TRUE,,,JMP,25-Feb-14,,,,FALSE
t91208,1,6,3,TRUE,"lions should be 2 ADULT female lions, 4 subadult lions of UNKNOWN SEX",food is baby Thomson's Gazelle which roos begin chasing at 17:43 and then caught,TRUE,,,JGJ,10-Jan-18,hyenas,hyenas,feed,FALSE
t9132.2,2,1,3,FALSE,"""Lioness"" most likely refers to an adult female lion, so I would change the age of the lion from unknown to adult","First see JAB, then min later lioness arr from bushes. At end 1 fisi oos, 1 fisi lv wlk, lion lv wlk.",TRUE,,,JMP,25-Feb-14,,,,FALSE
t9140,7,1,3,TRUE,"I would say this ""male lion"" is an adult as this observer has discriminated subadult males in the past","0820 GIL 1st sn fd adult tommie skin scrap (seems sizeable).JONE hs tommie leg at time, and RINC another scrap.Seems other small scraps around, but scraps not discriminated.Unk where rest carc is (eaten?). RM frsh bldy head. JAB frsh bldy head, obese.",TRUE,,,JMP,27-Feb-14,hyenas,lions,feed,FALSE
t9149.1,2,1,3,FALSE,"The ""male lion"" is probably an adult, because this is one of the RA's that tends to note when male lions are subadults","No intx. ""male lion so 150m W of den (look out little guys!)"". WHO so den entrance, DJ so den. Obs lv at 1855.",TRUE,,,JMP,27-Feb-14,,,,TRUE
t9161.11,1,2,3,FALSE,"WHO is no vis here, so only 1 ID hyena (GIL). Make WHO her own session. I would guess these lions are adults b/c this RA usually notes sub males",No intx. 2 male lions so 20 and 30m - main den and GIL runs into bushes 60m upstream from den. Track WHO in bushes no vis,TRUE,,,JMP,27-Feb-14,,,,TRUE
t9161.12,,,,FALSE,,no vis hyena,TRUE,,,TMM,24-Feb-19,,,,FALSE
t9162,2,2,3,FALSE,"I would say these male lions are adults, given these RA's have noted when males are subadults",DJ obese. FAS on DJ 1850-1911 (entire session). Flw DJ to where lns are at same spot as 9161.11 (60m upstream of Mudbank D). Closest DJ and LG get to lions is 50-60m. Look at them and one ln lifts head at 1900 (maybe nothing to do w/fisi). Fisi go oos bsh,TRUE,,,JMP,27-Feb-14,,,,FALSE
t9166,3,1,3,FALSE,,"FAS on SX 0641-0717 (pretty much entire session b/c 0717-0726 driving to den for quick stop). BSH oos after 0646, so only fisi present when lion is around are SX and TZ",TRUE,,,JMP,27-Feb-14,,,,FALSE
t91670,18,1,2,TRUE,1 unid hyena; female lion is an adult,"fresh wildebeest carcass - not sure if hyenas since none bloody/fat; bncl fat; incomplete Cis (training, bushes); hard tell how much @ beginning (in pool->difficult ids too); think lioness might have made kill and hyenas stole but lioness not bloody",TRUE,,,JGJ,10-Jan-18,hyenas,hyenas,feed,FALSE
t91678,6,2,3,TRUE,lions are adults,"cart gets closest to lions (50m), wanu, rpkn 70m, lugi 80, myst 90, toad 110; hyenas either wan or so; cart,wanu,rpkn,lugi,myst,toad bloody->think hyenas made kill and lions stole it; wildebeest carcass - fresh, ribcage, head, and skin left 7:53",TRUE,,,JGJ,10-Jan-18,lions,lions,no,TRUE
t91682,18,2,1,TRUE,lions are adults,"juno,alfe,flit,toad,2 unids,buu bloody+fat; rpkn,lugi bloody; therefore, observers thought hyenas probably made kill; incomplete CI's (not know hyenas very well); adult wildebeest; no start/end condition but 7:30 - only head and ribs-most meat, legs gone",TRUE,,,JGJ,10-Jan-18,hyenas,lions,feed,FALSE
t9171,18,2,2,TRUE,,"when arr, m lion carry freshly killed adult female impala, 8 fisi on obs's side of lug. Furthest fisi 40m-ln, clst 15m-ln. In CI's 0643-0645 (go to opp side of lug, where 16 fisi (incl @ lst some of prior 8) st/lk / so in bshs, furthest 60m-ln clst 15m-ln",TRUE,,,JMP,27-Feb-14,lions,lions,no,FALSE
t9179,9,3,3,FALSE,"I think it's safe to say that these male lions are adults, as these RA's have noted when males are subadults in the past. There are also 3 adult males that are frequent players in the notes of this time period","No intx. Lions only seen at the very end (0836: ""three male lions appear to be hunting impala. We lv BB to watch lions"") Says nothing about how close lions were",TRUE,,,JMP,27-Feb-14,,,,TRUE
t9180,30,2,2,TRUE,"These lions are males, I would be comfortable saying adults since these RA's have noted when males are subadults. See 0645 for male confirmation: ""RCN runs into carcass with both male lions and grabs the tail""","when arr, 2 lions fd adult zebra kill, and ""approx. 28 hyenas present, things are calm"". Fisi ~10-60m - lions, carcass. Almost certainly incomplete CI's due to #fisi. Lions abandon kill at session end.",TRUE,,,JMP,27-Feb-14,lions,hyenas,feed,FALSE
t9185,6,1,3,FALSE,"The date for this session is 5/9/1996. As the term ""lioness"" is used, I think this lion can safely be assumed an adult","lioness here when arr. FAS on WHO 0632-0657 (almost whole session, but seems notes are taken more in a general fashion). WHO sexy, SX lvs soon after arr so just WHO, boys and lioness most of session. Hyenas leave area where lioness is at end.",TRUE,,,JMP,27-Feb-14,,,,FALSE
t9199,25,1,1,TRUE,RINC present too. 25 ID hyenas,No intx. unID kill. One lioness present in bushes when arr. Distance from kill/fisi not noted.,TRUE,,,JMP,27-Feb-14,hyenas,hyenas,feed,TRUE
t92017,17,4,3,TRUE,context is k (the skull is fresh),"knot=fat; fresh skull juvenile gnu; lions no blood on them - observers think maybe heynas made the kill but none of them are particularly bloody; 30m or 100m from lions (hyenas so, wan, st/lk, or lv wlk)",TRUE,,,JGJ,16-Jan-18,lions,lions,no,TRUE
t92061,29,4,2,TRUE,,only food is tnks's scrap; incomplete CI's,TRUE,KDSL,08-Nov-18,JGJ,17-Jan-18,hyenas,hyenas,scraps,FALSE
t9213.14,5,3,3,FALSE,,"No intx. Fisi all so, lions so upstream of them (hyenas ""150m SW - Giraffe T X"", lions ""30m upstream - X"". Distance b/w depends on what direction upstream is). STG bloody",TRUE,,,JMP,28-Feb-14,,,,TRUE
t9214,5,3,3,TRUE,,No intx. RS fat. STG blood on head. UnID carcass. Hyenas start staggered lv wlk at end of session.,TRUE,,,JMP,28-Feb-14,lions,lions,no,TRUE
t92144,18,3,2,TRUE,lions are 1 adult female and 2 sub-adult males,"arrive @ end carcass session; carcass=wildebeest; lyco has skull and spinal cord, others have scraps; skull looks very fresh; no distances; buu,wanu bloody; lyco bloody,fat; not arrive at carcass until 6:42; end nothing left of kill (lyco ran off w/ skull",TRUE,,,JGJ,17-Jan-18,hyenas,,feed,TRUE
t92168,1,2,3,TRUE,location should be c; lions are adults,goof fd scrap; 2 adult female lions rest,TRUE,,,JGJ,17-Jan-18,hyenas,hyenas,scraps,TRUE
t9219,17,,1,TRUE,,"dark & bshs.Hakuna complete CI's! # lions unk b/c in bshs; only mention of them at 1840 when arr at kill site (followed 3 hyenas to kill): ""we hear lion rumbles and hyena squeals"".Juvenile gnu kill.No idea who st/end w/fd, but 1 unID fisi w/gnu leg.DD fat",TRUE,,,JMP,28-Feb-14,,,feed,FALSE
t9220,12,1,3,FALSE,"Should be 2 unID's, since it is noted upon arrival that there are 11 hyenas present, but FA arrives and only 10 IDed. Also, SUN's DLS in masterlist is in 1995, so should be changed. GER JJ picked up at end, but doesn't look like they were assigned a sess.","lioness here when arr: ""lioness wlks up hill"". FAS on SUN 0640-0711",TRUE,,,JMP,28-Feb-14,,,,FALSE
t9223.5,,,,FALSE,"No hyenas present this session. BAIL's collar is only picked up, so she should be given a separate session",,TRUE,,,JMP,28-Feb-14,,,,FALSE
t92654,11,6,1,FALSE,lions are 2 adult females and 4 sub-adult males,observers followed lions until noticed hyenas at den at 19:27; hyenas seemed agitated (aware of lions presence); incomplete CI's 19:44-19:47,TRUE,,,JGJ,17-Jan-18,,,,TRUE
t92682,2,5,3,TRUE,"lions are 3 subadult males, 1 subadult female, 1 adult female; context is k","lions fd carcass (fresh cow carcass, left overs=ribcage, head, 2 legs, skin); hyenas are lv loping",TRUE,,,JGJ,18-Jan-18,lions,lions,no,TRUE
t92779,37,2,1,TRUE,lions are 1 sub-adult male and 1 sub-adult female; no unids; trus also present;,"lamu,poty,baez bloody; ziti,indy fat/bloody; hyenas recently killed 2 cows; start-just opened 1, 2nd-2 legs,ribcage,skin,head; end ribcages,skin; herder scare hyenas off; incomplete CI's (#hyenas/herders); pause obs 6:20-6:40; lions recorded only @ 6:42",TRUE,,,JGJ,18-Jan-18,hyenas,hyenas,feed,TRUE
t936.2,9,3,1,TRUE,female lion is adult,"lioness pounced on warthog (13 minutes for it to  die) 15 minutes after lioness pounce hyenas get warthog. In ""note"" incomplete CIs. Not much info.",TRUE,,,SSM,24-Jun-14,lions,hyenas,feed,FALSE
t93710,22,2,2,TRUE,both lions are adults,warthog carcass,TRUE,,,TMM,24-Feb-19,lions,hyenas,feed,FALSE
t93733,7,5,2,FALSE,"lions: 1 adult male, 2 adult lionesses, 1 sub-adult male, 1 unknown?",Lions wan 100m - den and spook all of the cubs oos in den/bushes. Lions just wander by and then leave,TRUE,,,TMM,24-Feb-19,,,,TRUE
t93779,23,1,3,FALSE,1 adult lioness,"hyenas lope past 1 lionesses traveling, no distance given",TRUE,,,TMM,24-Feb-19,,,,TRUE
t93813,9,2,2,FALSE,2 adult male lions,hyenas wlk by 2 lions resting (about 100m away),TRUE,,,TMM,24-Feb-19,,,,TRUE
t93949,1,1,3,FALSE,1 adult female lioness,wanu wan app brt lk 2m - lioness (resting),TRUE,,,TMM,24-Feb-19,,,,TRUE
t9404,1,2,3,TRUE,,"No intx. This session is at Fisi Camp, recorded on the way out of camp. No distance from the lions is given, or what the lions are doing. Just noted that the lions are present and that the alien hyena fds on a juvenile gnu",TRUE,,,JMP,28-Feb-14,hyenas,hyenas,feed,TRUE
t94073,39,2,3,TRUE,adult male lions (2),"hyenas are bloody and likely made the kill (zebra carcass). Southern comfort hyenas present at start of session, but are leaving when the observers arrive at the carcass so I don't include them in num_hyena",TRUE,,,TMM,24-Feb-19,lions,hyenas,feed,FALSE
t9408,1,1,3,FALSE,,"No intx. MIG 100m - adult male lion. Lion wlk - S, MIG wlk - W.",TRUE,,,JMP,28-Feb-14,,,,TRUE
t9409,5,2,3,TRUE,"Food present, and since ""c"" trumps ""m,"" context should probably be changed to ""c""","No intx. When arr, adult male and female lion wlk oos into bushes ~20m - hyenas. FA very fat. The food comes in a note at the session's end, 100m - the IDed hyenas, ""we saw hyena lope with leg in its mouth, but we do not find it anywhere.""",TRUE,,,JMP,28-Feb-14,hyenas,hyenas,feed,TRUE
t94253,6,1,3,TRUE,1 adult male lion,"lion is in lugga, hyenas are wan, so, or st/lk 40-70m away from lion. Food is present because wran chew scrap, but carcass (topi) is gone.",TRUE,,,TMM,24-Feb-19,hyenas,hyenas,scraps,TRUE
t94634,1,1,3,FALSE,1 adult male lion,lion wlk by 200m - BUU,TRUE,,,TMM,24-Feb-19,,,,TRUE
t94700,30,4,3,FALSE,"2 adult male lions, 2 adult female lions",lions are resting in the lugga and never come out,TRUE,,,TMM,24-Feb-19,,,,FALSE
t94977,7,1,3,FALSE,1 adult male lion,"lion is moving around, running back and forth. Hyenas are not app or chase lion, just investigating him from a distance. Hyenas are 55-200m away from lion.",TRUE,,,TMM,24-Feb-19,,,,TRUE
t95167,7,2,2,FALSE,2 adult male lions,"lions seen wandering, hyenas also wandering. No distances between species given.",TRUE,,,TMM,24-Feb-19,,,,TRUE
t95318,5,2,3,FALSE,2 adult male lions,"lions traveling, hyenas wandering. Hyenas are 80-120m from lions",TRUE,,,TMM,24-Feb-19,,,,TRUE
t9574,5,1,3,TRUE,,"lioness here when arr. Adult wildebeest kill. ""1 adult lioness and 5 hyenas fd."" No agonistic intx's b/w lioness and fisi! MARK head slightly bloody. SY head bloody. Lion head slightly bloody. Lion abandons kill 1758. Combies start to arrive at 1805",TRUE,TMM,10-Mar-14,JMP,28-Feb-14,both,hyenas,feed,FALSE
t96103,17,1,2,TRUE,2 adult male lions,young wildebeest carcass first seen at 7:58 (after lions left),TRUE,,,TMM,24-Feb-19,hyenas,hyenas,feed,FALSE
t96556,16,2,3,FALSE,2 adult female lionesses,lionesses are so and never interact with hyenas. Hyenas 30-90m from lionesses,TRUE,,,TMM,24-Feb-19,,,,TRUE
t96608,13,2,3,TRUE,"1 adult female lioness, 1 subadult male lion","carcass is a fresh wildebeest carcass. Observers think hyenas made the kill, but lions have possession when first seen.",TRUE,,,TMM,24-Feb-19,lions,lions,no,FALSE
t96617,10,1,1,TRUE,1 adult female lioness; 1 unID,lioness is first (and only) seen lv wlking. Carcass is old adult gnu carcass with not much left.,TRUE,,,TMM,24-Feb-19,hyenas,hyenas,feed,TRUE
t96685,8,4,3,TRUE,"3 adult female lionesses, 1 adult male lion","Fresh wildebeest carcass, hyenas made the kill",TRUE,,,TMM,24-Feb-19,hyenas,lions,feed,FALSE
t9688,6,3,3,TRUE,,No intx. lions feed on adult gnu carcass when arr. JB bloody. Closest fisi 20m away. Fisi lv.,TRUE,,,JMP,28-Feb-14,lions,lions,no,TRUE
t96950,1,2,3,FALSE,,"lions wlk by MUSS, st/lk",TRUE,,,TMM,24-Feb-19,,,,TRUE
t97179,9,2,3,FALSE,"1 adult male lion, 1 adult female lioness",hyenas don't notice/react to lion until 18:15 when he lunges at them,TRUE,,,TMM,24-Feb-19,,,,FALSE
t97302,2,1,3,FALSE,1 adult female lioness,"hyenas pass lioness, who is resting. Closest distance is 165m.",TRUE,,,TMM,24-Feb-19,,,,TRUE
t97739,9,1,2,FALSE,,,TRUE,,,TMM,24-Feb-19,,,,FALSE
t9794,23,3,3,TRUE,"POS and TZ should be included in IDs present, and the number of ID hyenas should be 23","5 hyenas fd on part of adult wildebeest kill when arr (others emerge from surrounding bushes, arr, etc.). Says nothing about what lionesses do between 0730 and 0735 (see events) when go oos. No CI's for fisi between these times either",TRUE,,,JMP,28-Feb-14,hyenas,hyenas,feed,FALSE
